Date,12-Month Inflation(%),Total Remittances ,Total Debt,Imports ,Exports ,Foreign direct investment,"IBRD loans and IDA credits (DOD, current US$)",Unemployment Rate,exchange_rate,Deposit,Savings,Lending ,Overdraft ,Interbank Rate,91-Day Tbill,182-days Tbill,364-days Tbill,Cash Reserve Requirement,Central Bank Rate
2022-04-01,6.47,355037.15,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,115.0,6.58,2.56,12.2,11.69,4.67,7.39,8.27,9.75,4.25,7.0
2022-05-04,7.08,339683.23,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,115.81,6.59,2.52,12.22,11.76,4.6,7.65,8.69,9.85,4.25,7.5
2022-06-02,7.91,326059.79,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,116.81,6.62,2.5,12.27,11.86,5.06,7.9,9.07,9.96,4.25,7.5
2022-07-01,8.32,319404.29,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,117.87,6.74,2.94,12.35,12.02,5.5,8.21,9.29,9.98,4.25,7.5
2022-08-01,8.53,310507.04,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,118.85,6.93,3.47,12.43,12.1,5.35,8.58,9.45,9.92,4.25,7.5
2022-09-01,9.18,317980.99,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,120.05,6.82,3.44,12.41,11.99,4.36,8.92,9.6,9.9,4.25,8.25
2022-10-03,9.59,332629.31,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,120.78,7.01,3.46,12.39,11.96,5.44,9.06,9.65,9.92,4.25,8.25
2022-11-01,9.48,345448.67,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,121.38,7.11,3.5,12.64,12.16,4.61,9.19,9.71,10.17,4.25,8.75
2022-12-01,9.06,357298.68,2873573.331911764,24605579817,13953584184,-250399759.5,11052655000,5.81,122.5,7.17,3.56,12.67,12.22,5.39,9.33,9.8,10.27,4.25,8.75
2023-01-03,8.98,349391.83,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,123.42,7.47,3.6,12.77,12.34,5.89,9.44,9.88,10.41,4.25,8.75
2023-02-01,9.23,309172.7,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,124.48,7.54,3.58,13.06,12.62,6.42,9.62,10.06,10.62,4.25,8.75
2023-03-01,9.19,356980.47,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,127.08,7.6,3.55,13.09,12.69,7.05,9.76,10.25,10.75,4.25,9.5
2023-04-03,7.9,320316.6,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,132.52,7.69,3.59,13.1,12.71,8.55,10.04,10.42,10.92,4.25,9.5
2023-05-02,8.03,352105.8,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,136.02,7.61,3.92,13.21,12.64,9.36,10.47,10.83,11.27,4.25,9.5
2023-06-02,7.88,345862.82,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,138.61,7.8,3.92,13.31,12.83,9.55,11.49,11.54,11.69,4.25,10.5
2023-07-03,7.28,378053.01,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,140.57,8.1,3.97,13.5,12.84,10.34,12.12,12.23,12.46,4.25,10.5
2023-08-01,6.73,354432.84,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,142.53,8.39,4.05,13.83,13.24,12.57,13.25,13.19,13.55,4.25,10.5
2023-09-01,6.78,340444.18,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,145.51,8.64,4.0,13.98,13.62,12.36,14.38,14.46,14.42,4.25,10.5
2023-10-02,6.92,355623.83,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,148.2,9.11,3.98,14.16,14.09,12.7,14.96,15.03,15.26,4.25,10.5
2023-11-01,6.8,354966.18,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,150.7,9.48,4.01,14.43,14.29,11.32,15.32,15.39,15.52,4.25,10.5
2023-12-01,6.63,372569.94,2873573.331911764,22046326203,12625503424,-228284631.5,12464757000,5.68,153.24,10.1,4.24,14.63,14.65,11.65,15.7,15.8,15.81,4.25,12.5
